sanatci,soz
Hayki,esirgedi hayat benden birkaç parça mutluluğu.tekinsizlik hissediyorum etrafında bulunduğum.ruhumdan uyanıp uykumdan kalkmak geri yatmak.yine yakmak bi sigara sonra pencereden bakmak ve.hayallere dalmak gibi sokaklarda bombok bi yer.aslında kaymış gidip i̇stanbul sormaz bize neyin var neyin yok.çalış beden ve beyin yor insanlar eşit değil.alıştım ben aynı yol hep aynı yokuş tıpış tıpış çıkarken.i̇şte kaçıp kaçıyım yani istifayı verdim kaçıp kurtul dedim içimden.hayat talih zaten müzik kaçış bazen.büyümekten ödün vermekte bu gölgem.ya da gel gitler ölmek gibi aynen.kafam hala boş odam hala loş.ödüm patlar hayalden bahsedince ailem.yeri yok yeri yok.onun yeri yok yolun en başı daha fakat son gibi yo.şeyho benim o ey yeri yok.her bok düzelecek üzülmenin yeri yok.hayaller uryanı sefaletin beşiği.cereyane kapılmış bir esaretim yeşile.rap eyaletine beyan metanetim yerine.velayetini kaybettiğim onca yetim piçi ver.helal edin ve lanet edin hayat nedir.hayal edin hayallerimi gasp etmeyin.e daha ne diyim ki farz et cehalet dediğin.yapamayacağını denemektir kehanet değil.i̇dare et beni benimle birader.rica et rap yeni yetimler bir haber.i̇rtica et gay biri ile beraber.şah ziyaret et şeyhininle şifa ver.nihaventten gelir beterin beteri.web caminden al beni diyo hep senin bebeğin.defterimden kan gelir ey beklediğin ecelin.ellerimde kalp epi topu rap nedir bebeğim
Hayki,her şeye rağmen.2011 pmc.her şey geçer her gün gibi.utanır sonunda düşmanların.birer birer biter karanlıklar.ve yükselir dumanla kahkahaların.kan yüreğine kar bileğine damlar.çekilir bulutlar tependen korkma.hatırla yeniden unutan olma.sıkıca tut onu dışarı kovma.kaç kere değişti rotan ki geri dön.bilmediğin sulara teslim olma.zoru geçtin kaldı kolay teslim olma.öfkeni düşün hayk teslim olma.hani kalbin dağların ardına gömülü.i̇ştahla gülüyorlar dönünce önünü sen.i̇nsanlar eninde sonunda gömülür.vardır elbet bu dünyanın öbürü.ne yanda para ne yanda dost.ne yanda müzik ne yanda hayat.tam yere bastım sanarsın ama ayakların bir anda kayar.bi de notaları duy eline kalemi al.yaz ki biliyosun buda yine bi yere varmaz
Hayki,ne kadar bütün elmaslar .yeteneğimize yetmez lan.devenin kini bitmez .dikenin bize batmaz ha.hedefim çıkıp atmosferden bi füze gibi gitmekken .bu gemi demir atmaz bakma nice dalgalar atlattı ah.ölecekler nispetten mary jane bu bokun geleceği mi.ulan hayrın yokken kendine bok sikeyim bana vereceğini.çenеmiz yere değmişkеn beni korkutmaz öleceğim hiç.rap benim bileceğim iş göt sen git amfetamin iç ah.yayayaşamam yaşamam dizimin üstünde dişimi sıkarak .ey yolunu bulunca şaşırıp rotayı dümeni kırarak ha .düşürüp tuzağa kardeşin ağzında satacak laf ara.bi garip kafası çalıyo kapını bitti mi papara.ey seninle güreşirim deliyim rap benim ilacım.bilirsin almazsam ilacı krize dönüşür katlanıp her acım.bence de bi kaçık hayk .hepsini çiğnerim çok açım ömrümü verdim bu bok için.eserim savurur nefesim delinin paraşütü sikmişim barışı .artık gözlerim akmıyo geceleri .ha özlemem eskiyi beceremem .olurum daha da beter herif .hah anca bu temizler lekeleri
Hayki,benim her zaman hedefim var bura çöl bunlar bedevi.ödedim çoktan bedeli yok sizle bi tek ortak nedenim ha.üzerindeyim maddelerin tesla gibiyim flow keşfederim haha.endüstri mafyalarınken biz niye buna boş verelim ah.gerekirse karaborsa tanımam seni babam olsan ah.kara torbam dolu organ kısa kes yazamam çok telefondan.hey ortam paranormal doldu taştı lan karakollar.sanki şarttı fuck taraf olmak bana iyi gelirdi bro seni boğmam.tanrının cezası hayk cengiz han gibi .taşırım yukarıya rapçileri yürüyen merdiven gibi .sen anlatırken tek düşündüğüm para güvende mi.nefret mi yeni pandemi bro delemezsin benim kalbimi.yaşamıyolar sadece varlar peşimdeki batıl canavarlar.hayat bana şans vermedi aldım ödediğim bütün çabalarla.konuşuyosun ölüyo vaktin gülümsüyorum ödüyo bankam.çalışıyosun oluyo kanka hedefe yürürüm sırtımda taşıdığım yaralarla.lütfen lütfen inanın kaldırmıyo midem.ölüm her şeyi yok edecekken fake seni napalım biz gucci giysen.beni fişlerler televizyonda terörist derken güler hepsi .gider insanlar kalır izler anılmaz asla denemişler.keder arkaya bakar tehdit var endişen kadar.yukarı bakmam inanmadan vardı korkular hepsi darmadağın.hey beni öldürmez acı bro disslerin harbiden cacık.katılıyorum hayk inan kaçık tanır ortamdaki her bedavacı.okumazlar bi kitap açıp öğütlerler gidip hap atın.ne oldun neydin abicim he ulan her şeyi satma paha biçip.i̇nan her gece yalnız sadece bitecek mi düşündüm öylece.kötü kokular pis manzaralar çocukluğum boyu travma galiba.boş midem yok bi aile ev koru kendini pis bi mahallede.on dördünde düş ticarete on yedinde iltica dene.rap terapim hep mücadele panik yok yok bi acelem.efsaneyim zor bu macera bro duramam ben dursun o çenen.çiçeğimi yeni ektim bahçede yolla beati vurucam bikaç hedef.iconique tour bu yıl sahnede hey büyük düşünücem avrupa hedef.ah buna şahit her köşe ben o şiddeti yaptım oyuncak.bi gün çekicem filmimi kendim o gün gülecek işçi çocuklar ah
Hayki,yo sevmedim seni gerçekten .çünkü.yalanlara boğduğunuz nesilim.üstünden doyduğunuz kesim bu da son raddesi.satıldı sokaklar bölündü caddesi.yüreğimden kopup gelen bi çığlığın sesi.bu yalanlara boğuldukça çoğunlukla inanmadık.altı milyar köleydik biz ayakları prangasız.aklımda hürriyetin krampları.beni savaşa yollama dürüstlüğüne inanmadım.hiç sevmedim seni çünkü gözün istediğini görür.politika legalleşmiş yalan söyleme türü.sansür kanser gibi yürür.yaşıtlarım prozac nation bölündükçe bölün.görün cehalet yolu açıldı zehir gibi kaşındım.tüccarlar kefenine cep dikmeye kararlı.hiç sevmedim seni ve de yandaşın değilim.rapim sonsuza dek aydınlık için üç dakka karanlık.siyaset hamaset değil paraya paralel.alışveriş merkezi olsun her yer daha ne.popüler değilse katliamdan sana ne.hiç sevmedim seni ettiniz rapi de arabesk
Hayki,hadi geldik gidiyoruz nedir hesap.önümüze konulanı yedik bu mu yaşam.ana yasarsa baba yaşar önüne bak bi.i̇ten itene itele beni geriye at git.eğitime zam ama teröre damping.keyfine bak al sana kredi kartı.yes sir komuta sende körebe halkım.ama bu katilin adı da serial hayki.beni göreve çağırdı rap şakası yok.ölümle kalım kafa dengi bugün hava sıcak.yeni dünyanın düzeni bu alışacaksın.bir makine gibi durup çalışacaksın.yine körü körüne savaşıp darılacak.ve yine körü körüne savaşıp dağılacaksın.bir tarafa dönüp ötekini unutacak.ve üç köşeli bir dünyada uyanacaksın.uyanacaksın.tеslim ol.artık kaçma teslim ol her kimsen tеslim ol.artık kaçma teslim ol yalnızsın teslim ol.ben anlatayım siz susun hocam.sıkı tutun o’nu al bu da ipin ucu.yine de bilene sorarım o’nu kime zarar ki.i̇ki kaşın arasına rap bu da anarşi.i̇ki kişi konuşuyor bana düşene bak ki şükür.o’na uçtum git boka kon aşık.habire dönen bir dünyaya olamam aşık.bendeki sistem yalana bağışık.i̇şine karışamam ama gelip içine bak.at gözlüğünü tak girip içine bak.köşene kurulup uyu ve girip içine bak.uzak ora sana yaklaş girip içine bak.ya da fişini çek ve gidip işine bak.dalıp uyudu mu insan düşünemez.dikkat dikkat burası dipnot.para ve teknoloji küresel hipnoz
Hayki,i̇ki koca yıl kollarımda verdiğin o son nefesin ardından.tam iki koca yıl geçti ve ben ancak yazabildim iki satır.çekip gittim sanma üstüne toprak atıp….ölüm nasıl kokar söyle.sensiz beni yorar dünya.gelmezsen canım acır.her gün seni sorar dünya.ölüm nasıl kokar söyle.yoksun diye uzar günler.her gün seni sorar dünya cevap vermem….bugün yanına geldiğimde eminim gördün beni.çünkü yanına geldiğimde eminim gördüm seni.ağlayarak eve doğru yürürken çok düşündüm de.biliyor musun hayatımda ilk defa üzdün beni.kollarında parlayan bu gözler artık karanlık.sen varken açan tüm çiçeklerinde solup sarardı şimdi.kolum kanadım kırık ve iyice daraldım.oysa kahkahaların dinmeyecek sanardım.bomboş uykuna kıyıp doldurduğun sefer tasım.ve her baktığımda beni beklediğin o balkondasın.giderken gülümseyen son halinle aklımdasın.farkındayım gerçek ama çok zor bunu kaldırması
Hayki,kendi ateşimle yandım  ateşimle yandım .ceplerimde mal yanımda dostlarım da vardı .yetmedikçe sattım ve böyle gider sandım.ufaldım ufaldım mikrofon kapandı.bütün gece sabahlayıp gündüzünde yattım.ne yedim ne içtim anca sarıp sarıp yaktım.herkesi tuttum da bi tek kendimi bıraktım.kafam dönerse bu pisliğe katlanırım sandım.bana inanmıştı annem daralmıştı vaktim.kararmıştı ruhum bırak giden gitti zaten.çoğaldıkça yalnızlaşıp bulandıkça midem.uzaklaştı anlamadı kardeş bile halden.düşman oldu arka bülbül oldu karga.bir bodrum katta yaşadım soğukta.ciğerlerim rutubet ve küften hastalandı kanka.uyandım bi hastanede gözlerim tavanda.gece gündüz bir oldular yandırdılar beni.kargalar bülbül oldular kandırdılar beni.gece gündüz bir oldular yandırdılar beni.kargalar bülbül oldular kandırdılar beni
Hayki,hayat güzel sana zenginsen.üstüne bir de bencilsen.hele sistem tarafsa senden yana.ya da koltuğunda seni sevdiyse.hadi haklısın ama suçlusun.tamam hayat güzel sana mutlusun.hazır unutmuşken o’nu durdu dünya ki.bu da beklediğin mutlu son.tok musun hayat güzel.ekmeğin taze ama bayat düzen.bunu telaffuz et hayat güzel.öptük seni uyan güzel.hayal et yeter hayat güzel sana.çuvalla para dolu kasan.haramla doyurur masan.yalanla boyanır gözün ama kalan da azalır paşam.hayat güzel sana yaşa.araban gibi özel uçağın.yere basmadan ölücen dene bir kere.i̇nan ilkelleştin inan.hayat güzel sana yaşa.gariban kes bile bıçağı.göğe bakmadan ölücen dene bir kere.i̇nan ilkelleştin inan….hayat hep güzeldi sana bitti bugün.çıktı ölüm karşına vakit tamam.yok üzgünüm hesabı karşılamıyor.ne kredi kartın ne de nakit paran….üzerine giydiğin beden de senin değil.taş toprak gibi et ve kemik.benim edebi ödevim rap.sana baştan sona kadar etme dedik
Hayki,ciddi müzik çok ciddi müzik.beşikten mezara rap kanımda pozitif.sevmiyorum polisi.zihniyeti politik ve defolu .sikiyim egonu ve bu sokak benim.rap kaydettik mikrofona çorap gerip.yıllar geçti vizyonumuz hd.askerime selam onun yerine de içtim.özgürlük müziğin de olunamaz diktatör.hasımın içindeki hiphop değil vibratör.burası kaf kaf kafiyeler safkan.fullcapli mafyaların silahları afgan.albümler rafta bunu kaldıramaz aptal.evde oturmak nasıl sahnedeyiz her hafta.akbaba değilim leşinle olmaz işim.sus git biraz pişip gel ondan sonra da kişilik bul.böyle gidersen döner tersine omurgan.köpekler kemik ister yine doyurmam.dedim ki deneme rap yakışmaz çenene fuck.stüdyon genel ev kapat işletme pezevenk lan.hiphopa ne gerek sesin aç oku arabesk yov.talebe sikerek tatmin ol sende yetenek yok.hap yutup rhyme yazma it şükredip bestele.senin hikayen ezbere çocuk kafa yor derslere.bırak bu rapi beslemez seni derdini çekemezsin.tüketir insan oğlu sen de biter yetemezsin.ayıptır söylemesi yeni nesil bataklıkta bugün.çünkü suçlu cahile yardım ve yataklıktan.ya delirtir ya idam eder seni yazarlıktan.ülkem otuz yıldır bıkmadı terörle pazarlıktan.bir rapçi imana gelir bir rapçi aşık olur lan.bir rapçi rbci fuck bir rapçi katil olur.bir rapçi i̇nanmıyom der bir rapçi alim olur da.gün gelir kaybolursak hiphopa sahip olun
Hayki, .ellerim terli yazmaktan uyuştu kolum.bacaklarım kırılsa da koştum yarışta kalıp sana.al işte kanıt bu albüm kalın kitaptan.yaşım yetmiş olsa çalar yine kırık pikapta.hep güçlü değil doğru taraftı seçtiğim taraf.az da olsa bu kez biçtim ektiğim kadar.resmini çizdiğim yalan bana o kadar yakın.eğer yükselirken bakarsan aşağıya kaçar akıl.i̇yice bakın girip çıkarsam asılır yerin yüzü.bastırınca sesim kulağına kasılır elin yüzün.gerçeği duyup üzül çünkü şimdi benim faslım.i̇çime birkaç milyar soluk çekip kayda bastım.arkama bak benden öncekileri görmek istiyorsan.sen de yaşa rapi eğer yazmak istiyorsan.değer katmak istiyorsan sana benzeme bana.çünkü gerçekten istemek insanın zihnine zarar.yaz gecenin bir vakti uyanıp yaz.sokakta bomboş dolanıp yaz.olandan bitenden utanıp yaz.sil yeniden inanıp yaz.gecenin bir vakti uyanıp yaz.sokakta bomboş dolanıp yaz.olandan bitenden utanıp yaz.sil yeniden inanıp yaz
Hayki,hoşça kal.sarı ve laci boyalı odam.hoşça kal.üşürüm cam yok kapısız banyom.hoşça kal.bi kömür ömrüm tıkalı genzim.hoşça kal hoşça kal.hoşça kal.suratım asık sefer tasım.hoşça kal.yürürüm yol yok duvarım ıslak.hoşça kal.kirli mahallem babaannem.hoşça kal hoşça kal.yaşadım ucunda ipin.kim ne dese dedim ki “peki”.dostumu görmedim rakip.battım bi çamura tekim ha.evim mi tuzağın içi.sürüklen uzağa düşüp.gündüzün kararır içim.geceler uzar işim.kovala köz tut.biriktir para bul.i̇şin bu mecbur.kapına mektup.masana fast food stres bu.çalıştım ellerim kanadı ha.her gün çıkar yol aradım.taşıdım paketi ağrıdı sırtım.harcama biriktir paranı.çatlatır elimi tiner.tokatlar içime siner.sokakta yürürüm bi ben.yollara para mı yeter.uyumam yorulur beden ha.tükenip ararım neden.deftere karala keder.düşünme kim sana nе der.sakın çantaya bakma.attım belki kırk takla.dolandım boş gırtlakla.ah sabahladım mutfakta.çoraplarım ıslaklar ah.dilendim tеk dal için.ya çalardım.ya sokaktan toplardım izmariti
Çağrı Sinci,geziyodum.nerde geziyim bir dahaki sefere.hayatın karanlıkta başladığı bi caddedeydim.i̇şim yoktu bütün seçimlerim rastgeleydi.yüzüm maskeliydi yalnız aynalarda görünürdü.maskem o zamanlar yok gibiydim.kafam bok gibiydi gözüm kamaşırdı.benim için insan üstündeki çamaşırdı.yani değersizdi yani pahasızdı.bu düşüncemi belli etmemeye çalışırdım.durum karışık ben duruma alışıktım.yoksunlukla tanışık öfkeyle barışıktım.o zamanlar iki çeşmelikte takılırdık.niye kıbrıs şehitleri bize fazla yakışıklı.herhangi bi caddeye döndüm ilk kez orda.gördüm onu ya kafası çok güzel ya da gözü kördü.ana avrat sövdü bi balkonun önünde.i̇şte o kadın o gece o sokakta öldü
Çağrı Sinci,yok istemem.bu rüzgar beni buradan alsın.sigara dumanında yansın.kaseti başa sarsın.yok istemem.bu rüzgar beni buradan alsın.sigara dumanında yansın.kaseti başa sarsın.bir garip adamım ben.bunun nedenini bulamadım.bi yere dünümü zulaladım.tanıdık bunalımım bunalırım.küçük bir cinnet tesiri büyük.herkes bilir menzili uzak.neredeydiniz ki ben boğulurken göremedim hiç birinizi olsun.kovalayın birbirinizi benden uzakta.kendini akla başka bir yer bul benden uzak dur.tanıdığın kimseye benzemem üzgünüm.alışamadıysan burdan uzaklaş .hızla .sakin .kızma .rahatla.ben gerçeği verdim sеn kalkamadın altından.medet umdun altından altının altında kaldın bak.başa sardık ardından düşler kaldı kaldırımda. yardım çağır yangın var.ama n olucaksa olsun bеni dinle korkmucaksın olum.bu belirsiz karanlığında boğuldun.yine meleğin kanatlarını yoldun güpegündüz.zar attım da n oldu bilemezsin yolunu bulsun herkes.sırtında çok bıçak var hala beni dinle.korkmucaksın olum
Çağrı Sinci,hayata pis bir pencereden baktık onca yıl.zamanla bıraktık konuşmayı ve hatta soru sormayı.birlikte oyun oynayıp hayal kurduğumuz arkadaşlar.duyduk bırakmışlar kovalamayı dört yapraklı goncayı.biz pasaklı çocuklardık fakat temizdik.sonunda en hasarlı durumlarda varız demiştik.yolunda giden bi şey yoktu manzaramız denizsizdi.adaletin batsın söylemedin zaman değişmiş.şimdi yaz da olsa kalın giyin çocuk için soğuk.biraz da olsa bağırabilsen keşke sesin boğuk.bir damla bişeyler iç rol yapman kolaylaşır ve.belki hayal kurarsın hayal senin varın yoğun.sürekli çatışman gerek her şeye alışsan bile.tertemiz kalamazsın hep bi parça bulaşçan kire.ben de bir zamanlar senin gibiydim alışmıycam dedim.çalışmıycam dedim bak çoktan vazgeçtim bile.bi gün bi şarkı söyleyeceksin sanki ölmeyecekmiş gibi.gözlerin gökyüzündeyken boyluyacaksın dibi.sormayacaksın bişi sormak istesen de yalnız merak etçeksin sürekli.bütün bunlar niçin.şöyle ki cevabı yok bunun bedava yorma kendini.devamı biraz daha zor hayat acıyla demlenir.hesabı sorulmuycak cenin pozisyonunda yattığın günlerin.i̇nsanoğlu kirlenir
Çağrı Sinci,silahı yoktu sağ eliyle silah yaptı sıktı kafasına.biraz bekledi baktı nabzına.hayret etti ölmediğine nevrotik bir haldi sanki bu.sövdü hayata hayat tıktı ağzına.bozuk dengesi gelip giderdi ara sıra.en hakiki anlamıyla tuz basardı yarasına.pek tabii ki dinlemezdi kimse.vazgeçerdi basitçe durup sessiz sığındım anısına.en kanlı hesapların dolaylı kurbanı.azad etti bir sabah en olaylı tutsağını.beni lütfen bağla yoksa sanmıyom dur’cağımı.biz bu gölün timsahıyız sikerim kurbağanı.denek miyiz dönek miyiz ne lan garip tavrın.çok iyi anlıyorsun neden böyle geri kaldın.ne kadar çok yenilsen de alışamazsın yenilgiye.tarih attım defterime hesabımı yaptım.bütün sabahların bu saati en fazla sevdiğim vakit.en fazla sevdiğim vakit merhaba.bütün sabahların bu saati en fazla sevdiğim vakit.en fazla sevdiğim vakit
Çağrı Sinci,aslında fazla renkli hayallerim vardı eskiden.şimdi dünya monokrom ve ben de değilim eski ben.zaman geçer yalnız hatıralar eskiyen.her gün başka biri saçmalar ve benden eksi yer.ama bıkkınlığımın ya da kızgınlığımın.sebebi ne sizsiniz dostlarım ne arsızlığınız.sürekli amansız bi karanlıkla tartıştığını.zamansızca seni mahvetmeye kalkıştığını.düşünsene lütfen gülümseme.bi fırsat ver ki anlatsın bu kronik kötümsere.olası çözümler hep denendi ama faydasız.bi kara bulut var görmesem de gözümle ben.tam tepemde bekler aportla unutmamı.i̇şlerim yolunda zannederken en savunmasız anı gözler.sonra her şey alt üst.film fena değil ama senaryo fazla absürt.bu kez oldu diyemeden bi aksilik gelir hemen.delirecem desem zaten bundan fazla deliremem.artık o kadar işlemiş ki karakterime karabulut.bazen yan hakemi kesmekten gole sevinemem.i̇lk kez geldiğinde mutluluğun şehrime.ben bi dünya plan yaptım inan diyecek yoktu keyfime.önce param bitti sonra beş gün yağmur yağdı.taksi tuttuk o da yolda mahsur kaldı
Çağrı Sinci,selam selam karşınızda ben.saklanan oyalanan devam devam devam eden.aynı mahalleden naber.pek iyi değiliz malum.biliyorum napalım.benim de bi garip halim.sürekli ciddi sürekli kasvet sürekli kasıntı habire nasihat.sanki şarkı değil de vasiyet yazıyo gibiyim biliyorum esenlikler diliyorum.ve sigaranın ilk nefesini son nefesten çok seviyorum.evet ben başkası kutlamalar başlasın.bir garip orhanın çukura düştüğü yaştasın.kağıt bende taşla makas nerde kimse kaçmasın.i̇mkanı olan kendi şeytanını da kеndi taşlasın.herkes içine iyicе baksın orda duruyo başkası.herkes içine iyice baksın orda duruyo saçmalık.lalalala lalalala.lalalala lalalala
Çağrı Sinci,99 sokak arasında dans ederken enjekte ettim hiphop kültürünü kanıma.müzik yoktu aklımda tek çalardı kulaklıkta iki sene sonra oldu mikrofonu tanımam.2000 islamic force – mesaj duvarlara 36 yazan iki arkadaş.karalamaya başlar bişeyler küçük yaşlarına bakmadan yavaş yavaş.2001 darbeteşebbüs çağrı – eren.13 yaşındayım aklı eren bi adam olmadığım ortada.beat için hırsızlık yapmazdım öyle olsaydım eğer.2002 bornova partideyiz frankfurt ses düşman orda.yaşlı bi adam parmağıyla bizi gösterip dedi bakın beyler geleceğimiz bu çocuklarda. .2010 ve bu adam sıfırdan başlar düşündükçe taşçak gibi gözümden yaşlar.hala üstümde yılların pası var dahası içimde ölen tabuların yası.2003 sakarya – arifiye arabadan indim dedim oğlum nası bi yer burası.sıçtın çağrı burda müzik yapamazsın bitti artık başlamadan rap hayatın.2004 kulaklıkta kendi müziğimi dinlediğime inanmadı bi gün kamilin biri.getir dedim abini o da dinlesin aynı gün baskın verdi yurda servet azimli.2005 yapıyoruz öyle inceden ama ben çok umutsuzum neticeden.i̇steğim yok motivasyonum sıfır ekipman eksik faaliyet kısır.2006 sürgün yerim ödemiş isteksizliğimi zaten söylemiştim.o sıralar rap müzik dinlemiyorum bile ayık gezseydim kesin kafayı yemiştim. .2010 ve bu adam sıfırdan başlar düşündükçe taşçak gibi gözümden yaşlar.hala üstümde yılların pası var dahası içimde ölen tabuların yası
Çağrı Sinci,bugün hayat.bugün hayat.yarın hayat.bugün hayat.bugün hayat.yarın hayat.yarın hayat.küçük yaşta başladı savaş.sokak da kavganın içinde yaşam.ezberin bozulur gördüklerinle.yaşadıkların yanına kalsın paşam.kaçar elinden fırsatların.bunları görüp de hırslanmadın mı hiç.ah çekip de susma sakın.kalbinde sancı yaşamadın ki hiç.bak hepi topu yarım asır hayat.yaşıyoruz ama onun yarısı da bayat.geçiyorken günler peş peşe biran.düşün lan bu nasıl boktan bir hayat.diye dediğin günler olur elbet.aldığın acı nefesin hiç sonu gelmez.boyun eğmez kahpeliğe fikirlerin.böyle geçen günler hiç geri gelmez.benim öfkem dinmez gücümün kaynağı.çünkü aşkımı gömdüğüm gün dündü.bugün tekrar yanarak ölüyorum.yarın küllerimden doğmak için yaşıyorum çünkü
Çağrı Sinci,bi elim cebimde ben dolaşırken gelişigüzel.seni gördüm belli belirsiz ilk günüydü dirilişimin bu.hatırlarım kayıptı aklım dik ölüm kalım yokuşunda .garip bi şekilde başarılıyımdır hayatta kalmak konusunda.sen anlamadın bi anda içimde volkan patladı soğudu.hazinesini kaybetmişçesine bi korsan kendini boğdu.küçük bi koyda  kalabalık ama temiz bi koydu .alabildiğin her şeyi al sahibi yok zaten bu yaptığın nefis bi soygun.bakma ben de bilirim en güzel şarkıları söylemeyi.yalnız güneş doğmadan kendi yaşantıma dönmeliyim.tabutuma dönmeliyim dersem yanımda yatar mısın.sen dokunursan şakaklarıma geçecek gibi sanki bu baş ağrısı.elime bi taş almışım yanımda bir tek sen.diğer tarafta dünya gökdelenler ve şirketler.elime bi taş almışım yanımda bir tek sen.elimde bi taşla savaş da açarım zamana istersen ama.sen keyfine bak ben bekleyecek bi yer elbet bulurum.yalnız ayıkken oynayamam lütfen hatamı mazur gör.acil bi şeyler içmem lazım benim ister misin.peki sen bilirsin kendi kararını verebilirsin tabii.de konuşmam artık pek kolay kolay sustum bi kez.fark etmez sen kazan yine fark etmez oyna yeter ki.ordayım ben kaç dediysen on beş dakika erken.koşarak gelirim gel dediysen on beş dakika erken.sen keyfine bak ben bekleyecek bi yer elbet bulurum.yalnız ayıkken oynayamam lütfen hatamı mazur gör.acil bi şeyler içmem lazım benim ister misin.peki sen bilirsin kendi kararını verebilirsin tabii.de konuşmam artık pek kolay kolay sustum bi kez.fark etmez sen kazan yine fark etmez oyna yeter ki.ordayım ben kaç dediysen on beş dakika erken.koşarak gelirim gel dediysen on beş dakika erken
Çağrı Sinci,galiba geç kaldık usta bu son otobüstü.koşturca’z mecburen tüm gücümüzle.önümüzde tümsek süratimiz yavaş.30 yaşındayım sakalıma yıldızlar düştü.yıprandık doğru deri değiştirip yine yükselmek lazım.özgürlük güçtür.i̇şporta tarzım pek iskonto sevmem.tek arızam genetik aklım külüstür.vaktim de noksan naktim kısıtlı.yaklaştık artık yetkim sınırsız.eksildik ancak güçlendik daha çok.yorgun da düşsek hep dinlendik rahat ol.mevsim de boktan nisan soğuktu.bir anne ağladı insanlık öldü.belki de normal de ne bileyim işte.uyanalım artık bu dünya bir düşse.aptal fikirler kibirle birleşince seve seve vazgeçcen yöntemlerinden.söylendi bin kez öğrenmedin mi bir gün ders alır öğretmen öğrencisinden.toplam 8 gün sürmüş detoksun.192 saat gölgen seninle .görsen de bilme .öğren’cen elbet.kocaman şehir içi kodaman dolu.sen de öyle oynuyorsun kuytu köşesinde.bunalıma girip çıkıp kafamızı yapıp.gidip ölümüne koşuyoruz paranın peşinde.ah yine bahar gelir.yine şaşırırsın çiçekler açınca.bileklerin kanar dışarıda kalırsın kapı kapanınca
Çağrı Sinci,çocuktum kaybettim kendimle kavgamı.bi sigara yaptım ve yaslandım arkama.gafletle sandım ki yalnızken yalnız ben değil.tüm insanlar duyarlar kahkaha.saklandım karanlık sakin bir yerde.aslında korkardım karanlıkta.gölgemle pazarlık yaptım ve.kurtuldum tasmamdan artık bir hayatım var.ama dedim bu odaya bi adam yeter.iki neyse sekiz fazla.yerim dar pek geniş değil.ve önünde sonunda kopar bu tasma.baksana kalabalık ortam.durumunu sorsan içerisi pert.zahmetli günlerden emanet halinin devası.mevcut da içeriği sert.ama korkma.artık bende bu geminin dümeni.tek elimle sürerim de önce bana güvenin.bu yeni dönem ödevim ki senin hayatının sınavıdır.benim dönem ödevim len.tek elimle sürerim önce bana güvenin.bizi delilikten kurtaracağıma inan.bizi delilikten kurtaracağıma inan.bizi delilikten kurtaracağıma inan.bizi delilikten kurtaracağıma inan.bizi delilikten kurtaracağıma inan
Çağrı Sinci,ne kusursuz bi’ gün bugün.i̇çmesek de parkta sangria.ufka baktık senle 20 dakika.daha ne isterim.gözlerin her bakışta ilk defa görür gibi.maksadı yok bu mecliste sahte hislerin.ben bi’ kimsesiz dizlerinde anladım rahat nedir.biz denilince aklıma sen ve ben gelir.i̇şte bazen öyle uzaktan izlerim de.bahçemizde çoktan ölen yasemin filizlenir.penceremde yansıman yastığımda saçların.bilirsin hiçbir zaman kavgadan kaçmadım ben.birlikte tünel kazan birlikte kaçmalı.bak tükenmemiş kaygılarım daha.darlanırım hiç hayalim kalmadığı zaman.yalvarırım anladığını söyle.güzel gözlü güzel kadın şarkılarım sana.bu sabah da sebep buldum ölmemek için ve bu sabah ki bahanem de sensin yine.neden bilmem sonbaharda daha güzelsin her zaman olduğundan.yazdan bile.bu sabah da sebep buldum ölmemek için ve bu sabah ki bahanem de sensin yine.neden bilmem sonbaharda daha güzelsin her zaman olduğundan
Çağrı Sinci,bu sağlam .sağlam .ah sağlam ekip çelik stil bilek yürek.bu sağlam akıntı  sert çocuklar ortalıktan dağılın .akıp gider zaman ve orjinaller hep çalar çalar çalar çalar.tükenmez anladın mı.sağlam ekip stil çelik bilek yürek.bu sağlam akıntı  sert çocuklar ortalıktan dağılın .akıp gider zaman ve or’jinaller hep çalar çalar çalar çalar .mikrofonda çaçaçaçaçağrı sinci vigilante.dışarda ve dijitalde dimdik halde.kick ve snareın infilakı harbi style’ın ittifakı.teşkilatsız eşkıyalar intikalde burda her şey orjinal .i̇şimiz olmaz intihalle ol dediysek oldu say .salla başka ihtimali hasmın içine korku sal.gözlerinden anlaşılsın olma fazla duygusal.gerek yok demişti sansi karmaşıksa.satırlarımızı büyük bi dikkatle dinleyin.yükseltip sesimizi satırlarımızı iyice biledik ortadan ayırır hepinizi.hatırladığımız bazı anılar arızamızın sebebidir.ve maruzatımızın da içine bakınca görürsün kinimizi .böyle tarz da gelebilir yüz senede bir.ve okyanusta dalga gibi yükselebilir.yaparız tsunaminin üstünde sörf.eseriz geride bırakıp çöl.beste çok bestekar kartı gör.reste rest değil blöf ah
